"","iati.identifier","hierarchy","last.updated.datetime","default.language","reporting.org","reporting.org.ref","reporting.org.type","reporting.org.type.code","title","description","activity.status.code","start.planned","end.planned","start.actual","end.actual","participating.org..Accountable.","participating.org.ref..Accountable.","participating.org.type..Accountable.","participating.org.type.code..Accountable.","participating.org..Funding.","participating.org.ref..Funding.","participating.org.type..Funding.","participating.org.type.code..Funding.","participating.org..Extending.","participating.org.ref..Extending.","participating.org.type..Extending.","participating.org.type.code..Extending.","participating.org..Implementing.","participating.org.ref..Implementing.","participating.org.type..Implementing.","participating.org.type.code..Implementing.","recipient.country.code","recipient.country","recipient.country.percentage","recipient.region.code","recipient.region","recipient.region.percentage","sector.code","sector","sector.percentage","sector.vocabulary","sector.vocabulary.code","collaboration.type.code","default.finance.type.code","default.flow.type.code","default.aid.type.code","default.tied.status.code","default.currency","currency","total.Commitment","total.Disbursement","total.Expenditure","total.Incoming.Funds","total.Interest.Repayment","total.Loan.Repayment","total.Reimbursement"
"3455","41119-IN-REGULAR-U1-GOV",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Population Dynamics activities implemented by GOV","UNFPA India regular-funded Population Dynamics activities implemented by GOV","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",153420.75,"0","153420.75","0",0,0,0
"3456","41119-IN-REGULAR-U1-NGO",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Population Dynamics activities implemented by NGO","UNFPA India regular-funded Population Dynamics activities implemented by NGO","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",564380.43,"0","564380.43","0",0,0,0
"3457","41119-IN-REGULAR-U1-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Population Dynamics activities implemented by UNFPA","UNFPA India regular-funded Population Dynamics activities implemented by UNFPA","2","2013-01-01","2013-12-31","2013-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",625949.81,"0","625949.81","0",0,0,0
"3458","41119-IN-REGULAR-U2-GOV",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Maternal and Newborn Health activities implemented by GOV","UNFPA India regular-funded Maternal and Newborn Health activities implemented by GOV","2","2012-01-01","2012-12-31","2012-01-01","2012-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",2209285.41,"0","2209285.41","0",0,0,0
"3459","41119-IN-REGULAR-U2-NGO",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Maternal and Newborn Health activities implemented by NGO","UNFPA India regular-funded Maternal and Newborn Health activities implemented by NGO","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",245097.69,"0","245097.69","0",0,0,0
"3460","41119-IN-REGULAR-U2-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Maternal and Newborn Health activities implemented by UNFPA","UNFPA India regular-funded Maternal and Newborn Health activities implemented by UNFPA","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",3747955.56,"0","3747955.56","0",0,0,0
"3461","41119-IN-REGULAR-U3-GOV",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Family Planning activities implemented by GOV","UNFPA India regular-funded Family Planning activities implemented by GOV","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",743790.3,"0","743790.3","0",0,0,0
"3462","41119-IN-REGULAR-U3-NGO",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Family Planning activities implemented by NGO","UNFPA India regular-funded Family Planning activities implemented by NGO","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",1903866.96,"0","1903866.96","0",0,0,0
"3463","41119-IN-REGULAR-U3-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Family Planning activities implemented by UNFPA","UNFPA India regular-funded Family Planning activities implemented by UNFPA","2","2013-01-01","2013-12-31","2013-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",1818718.87,"0","1818718.87","0",0,0,0
"3464","41119-IN-REGULAR-U4-NGO",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded HIV and Sexually Transmitted Infection Prevention Services activities implemented by NGO","UNFPA India regular-funded HIV and Sexually Transmitted Infection Prevention Services activities implemented by NGO","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",345081.94,"0","345081.94","0",0,0,0
"3465","41119-IN-REGULAR-U4-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded HIV and Sexually Transmitted Infection Prevention Services activities implemented by UNFPA","UNFPA India regular-funded HIV and Sexually Transmitted Infection Prevention Services activities implemented by UNFPA","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",173710.09,"0","173710.09","0",0,0,0
"3466","41119-IN-REGULAR-U5-GOV",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Gender Equality and Reproductive Rights activities implemented by GOV","UNFPA India regular-funded Gender Equality and Reproductive Rights activities implemented by GOV","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",334085.04,"0","334085.04","0",0,0,0
"3467","41119-IN-REGULAR-U5-NGO",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Gender Equality and Reproductive Rights activities implemented by NGO","UNFPA India regular-funded Gender Equality and Reproductive Rights activities implemented by NGO","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",1142064.46,"0","1142064.46","0",0,0,0
"3468","41119-IN-REGULAR-U5-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Gender Equality and Reproductive Rights activities implemented by UNFPA","UNFPA India regular-funded Gender Equality and Reproductive Rights activities implemented by UNFPA","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",1191289.91,"0","1191289.91","0",0,0,0
"3469","41119-IN-REGULAR-U6-GOV",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by GOV","UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by GOV","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",1347271.5,"0","1347271.5","0",0,0,0
"3470","41119-IN-REGULAR-U6-NGO",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by NGO","UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by NGO","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",1581775.66,"0","1581775.66","0",0,0,0
"3471","41119-IN-REGULAR-U6-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by UNFPA","UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by UNFPA","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",2250043.01,"0","2250043.01","0",0,0,0
"3472","41119-IN-REGULAR-U7-NGO",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Data availability and Analysis activities implemented by NGO","UNFPA India regular-funded Data availability and Analysis activities implemented by NGO","2","2012-01-01","2012-12-31","2012-01-01","2012-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",494534.77,"0","494534.77","0",0,0,0
"3473","41119-IN-REGULAR-U7-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Data availability and Analysis activities implemented by UNFPA","UNFPA India regular-funded Data availability and Analysis activities implemented by UNFPA","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",515828.1,"0","515828.1","0",0,0,0
"3474","41119-IN-REGULAR-XX-UNFPA",1,"2015-10-26 00:00:00",NA,"United Nations Population Fund",NA,"Multilateral","40","UNFPA India regular-funded Pending next SP activities implemented by UNFPA","UNFPA India regular-funded Pending next SP activities implemented by UNFPA","2","2012-01-01","2013-12-31","2012-01-01","2013-12-31","United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,"United Nations Population Fund","41119","Multilateral",40,NA,NA,NA,NA,"IN","India","100",NA,NA,NA,"","","","","",4,"110",20,"C01","5","USD","USD",421799.84,"0","421799.84","0",0,0,0
"3475","41120-1750",NA,"2013-12-18 00:00:00","en","UN-Habitat",NA,"Multilateral","40","Water And Sanitation Trust Fund - Basf Social Foundation Contribution For Watsan Education In Mangalore, India.","The UN-HABITAT Water and Sanitation Trust Fund aims to create an enabling environment for pro-poor investment in water and sanitation in urban areas of all sizes in the developing world, thus providing a vehicle to significantly improve the volume and effectiveness of both the Official Development Assistance and national financial flows into the water and sanitation sector. 
 The overall goal of the strategic plan is: 
 Partner countries in Asia, Africa, Latin America and Caribbean region progressively on path to attain MDGs related to WATSAN","2","2011-01-01","2014-12-31",NA,NA,NA,NA,NA,NA,"BASF",NA,NA,NA,NA,NA,NA,NA,"(TERI)",NA,NA,NA,"IN","India","","798","Asia, regional",NA,"14030","Basic drinking water supply and basic sanitation","","OECD Development Assistance Committee","DAC",1,"110",20,"CO1","CO1","USD",NA,0,"0","159406","195659",0,0,0
"3476","41120-2548",NA,"2014-06-17 00:00:00","en","UN-Habitat",NA,"Multilateral","40","Support My School Campaign In South Asian Countries & Sanitation And Waste Water Management System For Bhutan","The purpose of the project is to improve health condition of the urban poor, especially children, through improving access to safe drinking water, sanitation and sports facilities and increasing awareness on healthy active living and hygiene practices in select schools in South Asian countries leading to increased attendance in schools thereby ensuring quality education for underprivileged children. Project also includes a Sanitation and Waste Water component for an urban village in Bhutan. ","2","2014-01-01","2014-12-31",NA,NA,NA,NA,NA,NA,"Coca Cola - Atlanta",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"LK;BD;none;IN;BT","Sri Lanka;Bangladesh;;India;Bhutan","20;20;20;20;20","798","Asia, regional",NA,"14050;14030","Waste management/disposal;Basic drinking water supply and basic sanitation",";","OECD Development Assistance Committee;OECD Development Assistance Committee","DAC;DAC",1,"110",20,"CO1","CO1","USD",NA,0,"0","485592","500000",0,0,0
"3477","41120-788",NA,"2015-01-23 00:00:00","en","UN-Habitat",NA,"Multilateral","40","Post-Tsunami Water And Sanitation Reconstruction In Cuddalore, India","To create sustainable human settlements in Tsunami affected areas of Cuddalore District by promoting adaptation of communities and people with disabilities living in natural calamity prone coastal areas to climate change.","2","2008-12-01","2012-12-31",NA,NA,NA,NA,NA,NA,"BASF",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"IN","India","100","798","Asia, regional",NA,"14030","Basic drinking water supply and basic sanitation","","OECD Development Assistance Committee","DAC",1,"110",20,"CO1","CO1","USD",NA,0,"0","296228","296584",0,0,0
"3478","41120-928",NA,"2014-07-21 00:00:00","en","UN-Habitat",NA,"Multilateral","40","Enabling Access Of Koshi Flood Affected People To Water And Sanitation Facilities In Bihar-India And Sunsari District - Nepal","The focus of Governments, support agencies and displaced communities in Nepal and India is primarily on rehabilitation, relocation and shelter construction rather than on enabling access to water supply and sanitation. UN-Habitat recognises this as a ""gap"" and is in a position to demonstrate how appropriate water and sanitation options can be integrated into reconstruction and rehabilitation of settlements in the flood affected areas. Since the frequency and severity of floods in the region is likely to increase due to global climate change and increased glacial melt, this proposal will demonstrate an adaptation response with a focus on ensuring access to water and sanitation for affected people. The project will cement partnership of cooperation and support between the target groups and local government during project implementation. 
In Nepal, the project aims to complement a newly planned settlement by introducing appropriate water and sanitation facilities before the development works are completed and communities settle down. 
In India, the project will promote access to water and sanitation facilities. The proposed intervention is expected to create a demonstration impact for the communities and local government administration in other affected districts. It will also serve as an example of effective collaboration between UN-HABITAT and private sector donors.","2","2009-12-15","2012-12-31",NA,NA,NA,NA,NA,NA,"BASF",NA,NA,NA,NA,NA,NA,NA,"Lumanti Support Group for Shelter",NA,NA,NA,"none;IN",";India","50;50","798","Asia, regional",NA,"43030;16030;14030","Urban development and management;Housing policy and administrative management;Basic drinking water supply and basic sanitation",";;","OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee","DAC;DAC;DAC",1,"110",20,"CO1","CO1","USD",NA,0,"0","120298","142573",0,0,0
"3479","41122-India-2040/A0/04/800/001",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Rep:-Effective and efficient Governance","IR81-Rep:-Effective and efficient Governance","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",115878,"0","62203","0",0,0,0
"3480","41122-India-2040/A0/04/800/002",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-A&F:-Effective and efficient Management","IR82-A&F:-Effective and efficient Management","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",128496,"0","167138","0",0,0,0
"3481","41122-India-2040/A0/04/800/003",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR83-HRS:-Effective and efficient management","IR83-HRS:-Effective and efficient management","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",151389,"0","149476","0",0,0,0
"3482","41122-India-2040/A0/04/800/004",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",10494,"0","10438","0",0,0,0
"3483","41122-India-2040/A0/04/800/005",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",13359,"0","13310","0",0,0,0
"3484","41122-India-2040/A0/04/800/006",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",14505,"0","14684","0",0,0,0
"3485","41122-India-2040/A0/04/800/007",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",10904,"0","10869","0",0,0,0
"3486","41122-India-2040/A0/04/800/009",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",8992,"0","9007","0",0,0,0
"3487","41122-India-2040/A0/04/800/010",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",10424,"0","10462","0",0,0,0
"3488","41122-India-2040/A0/04/800/011",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",10171,"0","10236","0",0,0,0
"3489","41122-India-2040/A0/04/800/012",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",14563,"0","14648","0",0,0,0
"3490","41122-India-2040/A0/04/800/013",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",20578,"0","19975","0",0,0,0
"3491","41122-India-2040/A0/04/800/014",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",17130,"0","17121","0",0,0,0
"3492","41122-India-2040/A0/04/800/015",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",6258,"0","8803","0",0,0,0
"3493","41122-India-2040/A0/04/800/016",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",12986,"0","13003","0",0,0,0
"3494","41122-India-2040/A0/04/800/017",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",329853,"0","332701","0",0,0,0
"3495","41122-India-2040/A0/04/800/020",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",12859,"0","12907","0",0,0,0
"3496","41122-India-2040/A0/04/800/022",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR81-Effective and efficient Governance and Systems","IR81-Effective and efficient Governance and Systems","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",2812415,"0","2603777","0",0,0,0
"3497","41122-India-2040/A0/04/800/032",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",602817,"0","585334","0",0,0,0
"3498","41122-India-2040/A0/04/800/033",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",109478,"0","109744","0",0,0,0
"3499","41122-India-2040/A0/04/800/034",1,"2015-11-06 00:00:00","en","UNICEF",NA,"Multilateral","40","IR82-Effective and efficient Management and Stewardship of Financial Resources","IR82-Effective and efficient Management and Stewardship of Financial Resources","3","2012-01-01","2012-12-31","2012-01-01","2012-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IN","India","100","998","Developing countries, unspecified","100",NA,NA,NA,NA,NA,4,"110",10,"B03","5","USD","USD",205199,"0","205626","0",0,0,0
