aid,title,reporting,commitment,spend,currency
ES-DIR3-E04585801-009-002237,Mejora de la productividad de las tierras de 441 familias agricultoras de Anantapur mediante la optimización de los recursos hídricos,Spain - Ministry of Foreign Affairs and Cooperation,0,260711,USD
ES-DIR3-E04585801-009-002289,Mejora de la productividad de las tierras de 441 familias agricultoras de Anantapur mediante la optimización de los recursos hídricos,Spain - Ministry of Foreign Affairs and Cooperation,0,130355,USD
ES-DIR3-E04585801-009-002449,APOYO A LA FORMACIÓN DEL PERSONAL SANITARIO DE ANANTAPUR MEDIANTE LA CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA RESIDENCIA PARA ESTUDIANTES DE ENFERMERIA,Spain - Ministry of Foreign Affairs and Cooperation,0,0,USD
ES-DIR3-E04585801-009-002719,Fortalecimiento de las organizaciones de base para la participación política y social de la comunidad Dalit (Manual Scavengers) de las zonas urbano-ma,Spain - Ministry of Foreign Affairs and Cooperation,0,68894,USD
ES-DIR3-E04585801-009-002911,Segunda fase del fortalecimiento de las organizaciones de mujeres y comunitarias a través del desarrollo integral y equitativo en género de las comuni,Spain - Ministry of Foreign Affairs and Cooperation,0,147755,USD
ES-DIR3-E04585801-009-004253,11ª AULA ITINERANTE DE LOS CUENTOS SOLIDARIOS (2010/2011): LOS VIAJES DEL PAZTINETE SOLIDARIO,Spain - Ministry of Foreign Affairs and Cooperation,0,1650,USD
ES-DIR3-E04585801-009-004777,MEJORA DE LA ATENCIÓN INTEGRAL DE ENFERMOS DE VIH/SIDA Y SUS FAMILIAS EN EL DISTRITO DE ANANTAPUR,Spain - Ministry of Foreign Affairs and Cooperation,0,213776,USD
ES-DIR3-E04585801-009-005469,"Mejora de la habitabilidad básica para 95 familias de los sectores más desfavorecidos de Anantapur, a través de la autoconstrucción de viviendas",Spain - Ministry of Foreign Affairs and Cooperation,0,181079,USD
ES-DIR3-E04585801-009-006599,PROYECTO PARA LA MEJORA INFRAESTRUCTURAS HÍDRICAS EN EL DISTRITO DE ANANTAPUR (INDIA) 2012,Spain - Ministry of Foreign Affairs and Cooperation,0,181110,USD
ES-DIR3-E04585801-009-007241,Acceso y mejora de la educación en Kanekal,Spain - Ministry of Foreign Affairs and Cooperation,0,184801,USD
ES-DIR3-E04585801-009-032819,Ayudas destinadas a universidades y centros de investigación para la contratación de personal investigador novel (FI),Spain - Ministry of Foreign Affairs and Cooperation,0,0,USD
ES-DIR3-E04585801-009-034431,PROYECTOS PREVIOS A 1994,Spain - Ministry of Foreign Affairs and Cooperation,0,0,USD
ES-DIR3-E04585801-009-036971,CONTROL TRAFICO AEREO,Spain - Ministry of Foreign Affairs and Cooperation,0,0,USD
ES-DIR3-E04585801-009-047275,"Fortalecimiento de las organizaciones de base para la participación política y social de la comunidad Dalit, en India",Spain - Ministry of Foreign Affairs and Cooperation,0,34268,USD
ES-DIR3-E04585801-009-047371,Segunda fase del fortalecimiento de las organizaciones de mujeres y comunitarias,Spain - Ministry of Foreign Affairs and Cooperation,0,73494,USD
ES-DIR3-E04585801-009-047897,Mejora de la productividad de las tierras de 271 familias agrícolas de castas desfavorecidas Anantapur,Spain - Ministry of Foreign Affairs and Cooperation,0,241365,USD
ES-DIR3-E04585801-009-050623,CONVOCATORIA PROPIA: PROYECTO: Impulso de las oportunidades de mercado en España para accesorios hechos en condiciones de comercio justo en la India,Spain - Ministry of Foreign Affairs and Cooperation,0,1359,USD
ES-DIR3-E04585801-009-057149,Projects previous to 1994,Spain - Ministry of Foreign Affairs and Cooperation,0,0,USD
ES-DIR3-E04585801-009-057289,Air Traffic Control,Spain - Ministry of Foreign Affairs and Cooperation,0,0,USD
ES-DIR3-E04585801-009-059769,Balwadis: capacitación y formación profesional. Convocatoria de subvenciones año 2011,Spain - Ministry of Foreign Affairs and Cooperation,0,2383,USD
ES-DIR3-E04585801-009-059771,Manufacturando paraguas en Kerala. Convocatoria subvenciones año 2011,Spain - Ministry of Foreign Affairs and Cooperation,0,2455,USD
ES-DIR3-E04585801-009-059783,Impulsando el derecho a la educación a través de la ampliación de un Instituto Público de secundaria para jóvenes de los sectores más desfavorecidos d,Spain - Ministry of Foreign Affairs and Cooperation,0,3068,USD
ES-DIR3-E04585801-009-060681,"Mejora de la Educación Secundaria en el área rural de Dharmavaram con la construcción de un Instituto de Secundaria para jóvenes desfavorecidos, distr",Spain - Ministry of Foreign Affairs and Cooperation,0,0,USD
ES-DIR3-E04585801-009-061195,"Fortalecimiento de las capacidades educativas locales mediante la construcción de una escuela-edificio comunal en la comunidad rural de Iregepalli, An",Spain - Ministry of Foreign Affairs and Cooperation,0,1879,USD
ES-DIR3-E04585801-009-062763,"""""""Apoyo para el acceso a la educación secundaria de la población rural en el estado de Karnataka (India)""",Spain - Ministry of Foreign Affairs and Cooperation,0,13787,USD
ES-DIR3-E04585801-009-064963,Own call of interest. Project- Promotion of the market opportunities in Spain for accessories made under fair trade conditions in India,Spain - Ministry of Foreign Affairs and Cooperation,0,26308,USD
ES-DIR3-E04585801-009-065875,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA RESIDENCIA PARA ESTUDIANTES DE ENFERMERÍA EN ANANTAPUR,Spain - Ministry of Foreign Affairs and Cooperation,0,1078512,USD
ES-DIR3-E04585801-009-067427,"Improvement of socio-economic situation of 362 rural households, through the creation of democratic groups.",Spain - Ministry of Foreign Affairs and Cooperation,0,476727,USD
ES-DIR3-E04585801-009-067433,Strengthening grassroots organizations in Dalits/Manual Scavengers for an active political and social participation in Dalit community of Tamil Nadu.,Spain - Ministry of Foreign Affairs and Cooperation,0,133387,USD
FI-3-2004-9007-IND2008050,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2005-4006-IND2004015,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2005-4009-IND2003026,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2006-4010-IND2006008,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2007-228-5034,Frame agreement with NGO (Fida Int.),Finland - Ministry of Foreign Affairs,0,114934,USD
FI-3-2007-230-3036,Frame agreement with NGO (Fida Int.),Finland - Ministry of Foreign Affairs,0,175585,USD
FI-3-2007-231-5555,Frame agreement with NGO (Fida Int.),Finland - Ministry of Foreign Affairs,0,111212,USD
FI-3-2007-5-64514401%2F54927,NGO Support / Rights of children of indigenous communities in Southern Rajasthan,Finland - Ministry of Foreign Affairs,0,61327,USD
FI-3-2008-4003-IND2006002,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2008-4013-IND2006027,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2008-9403-FDI_IND,Foreign Direct Investment (FDI) from Finland to India,Finland - Ministry of Foreign Affairs,0,357615894,USD
FI-3-2009-4001-IDN2007017,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,9271523,USD
FI-3-2009-4005-IND2008025,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2009-4013-IND2008047,Investment-related loan through Finnfund,Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2010-675-4303,Frame agreement with NGO (SASK),Finland - Ministry of Foreign Affairs,0,68115,USD
FI-3-2010-844-043-09-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,22705,USD
FI-3-2010-859-064-09-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,18808,USD
FI-3-2010-861-001-09-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,0,USD
FI-3-2010-873-046-09-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,24377,USD
FI-3-2010-874-041-09-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,125848,USD
FI-3-2010-883-074-08-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,93926,USD
FI-3-2010-889-077-08-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,97915,USD
FI-3-2010-891-061-09-IND,Business linkage programme (Finnpartnership),Finland - Ministry of Foreign Affairs,0,48580,USD
GB-1-107891-102,PROCOFSERVICES and P0053 for West Bengal : Kolkata Urban Services for the Poor,UK - Department for International Development (DFID),0,0,USD
GB-1-107904-102,PROCOFSERVICES and P0053 for Strengthening Rural Decentralisation (SRD),UK - Department for International Development (DFID),0,0,USD
GB-1-107906-102,PROCOFSERVICES and P0053 for Health Sector support,UK - Department for International Development (DFID),0,0,USD
GB-1-107955-101,PROCOFSERVICES and P0053 for Small and Medium Enterprises project(SME),UK - Department for International Development (DFID),0,0,USD
GB-1-107977-101,PROCOFSERVICES and P0053 for Capacity Building for Poverty Reduction,UK - Department for International Development (DFID),0,0,USD
GB-1-108002-101,PROCOFSERVICES and P0053 for West Bengal PSE Reform - Phase 2,UK - Department for International Development (DFID),0,0,USD
GB-1-108070-101,Reproductive Child Health Programme Phase II I Technical Assistance,UK - Department for International Development (DFID),0,0,USD
GB-1-108078-101,PROCOFSERVICES and P0053 for IPAP,UK - Department for International Development (DFID),0,0,USD
GB-1-114040-101,PROCOFSERVICES and P0053 for Bihar Strengthening Urban Management Programme,UK - Department for International Development (DFID),0,0,USD
GB-1-114168-101,PROCOFSERVICES and P0053 for Support to National Policies for Urban Poverty Reduction,UK - Department for International Development (DFID),0,0,USD
GB-1-114293-103,PROCOFSERVICES and P0053 for Poorest States Inclusive Growth Programme,UK - Department for International Development (DFID),0,0,USD
GB-1-114293-106,PSIG Financial Inclusion - Evaluation consultancy,UK - Department for International Development (DFID),0,0,USD
GB-1-114497-101,PROCOFSERVICES and P0053 for Strengthening Impact Evaluation (IE),UK - Department for International Development (DFID),0,0,USD
GB-1-202615-GB108,Design and Implementation of Bihar Health Sector Reform,CARE International UK,0,4049649,USD
GB-1-202615-GB488,START Fund India Floods,CARE International UK,0,168129,USD
GB-1-202736-101,Orissa Support to Urban Infrastructure - A,UK - Department for International Development (DFID),0,0,USD
GB-1-202744-101,DFID India - Programme for Strengthening Evaluation,UK - Department for International Development (DFID),0,0,USD
GB-1-202765-102,Knowledge Partnership Programme (KPP),UK - Department for International Development (DFID),0,0,USD
GB-1-202867-103,Affordable Housing - Grant Technical Assistance for policy and systems strengthening,UK - Department for International Development (DFID),0,0,USD
GB-1-203224-103,Institutional Partnerships,UK - Department for International Development (DFID),0,0,USD
GB-1-203455-101,Improved Family Planning,UK - Department for International Development (DFID),0,0,USD
GB-1-203757-101,Procofservices and P0053 for Madhya Pradesh Strengthening  Performance Management in Government Phase 2,UK - Department for International Development (DFID),0,0,USD
GB-1-204237-101,Growth Resources Opportunities and Wealth creation in Bihar,UK - Department for International Development (DFID),0,0,USD
GB-3%20362101%20INB%20Mumbai,Frontline aid-related diplomacy to India,UK - Foreign & Commonwealth Office,0,3088957,USD
GB-3%20A%2F01808,Global Skills for Employability,UK - Foreign & Commonwealth Office,0,1564912,USD
GB-3%20A%2F01851,Premier Skills,UK - Foreign & Commonwealth Office,0,1132105,USD
GB-3%20A%2F02097,Active Citizens,UK - Foreign & Commonwealth Office,0,1630183,USD
GB-3%20A%2F02463,Engaging Teachers,UK - Foreign & Commonwealth Office,0,7197,USD
GB-3%20A%2F02571,International Higher Education,UK - Foreign & Commonwealth Office,0,5880859,USD
GB-3%20A%2F02693,Libraries and Cultural Centres,UK - Foreign & Commonwealth Office,0,388108,USD
GB-3%20A%2F02694,UK India Education Research Initiative - UKIERI,UK - Foreign & Commonwealth Office,0,1980710,USD
GB-3%20A%2F03000,British Council Schools - South Asia,UK - Foreign & Commonwealth Office,0,1753255,USD
GB-3%20A%2F03021,New Connections - South Asia,UK - Foreign & Commonwealth Office,0,1433504,USD
GB-3%20A%2F03024,Cultural Leadership,UK - Foreign & Commonwealth Office,0,13571,USD
GB-3%20A%2F03287,South Asia Schools projects,UK - Foreign & Commonwealth Office,0,70733,USD
GB-3%20A%2F03397,South Asia English for Education Systems Teacher Development,UK - Foreign & Commonwealth Office,0,1991085,USD
GB-3%20A%2F03398,"South Asia English for Education Policy Dialogue, Research",UK - Foreign & Commonwealth Office,0,724446,USD
GB-3%20A%2F03616,Undergraduate Education - India,UK - Foreign & Commonwealth Office,0,230345,USD
GB-3%20A%2F03838,India Social Enterprises,UK - Foreign & Commonwealth Office,0,71908,USD
GB-3%20A%2F04081,Newton Fund,UK - Foreign & Commonwealth Office,0,24586,USD
GB-3%20PDS%20CPD%20SPF%20000405,UK-India Dialogue on Incident Response in the Healthcare Sector,UK - Foreign & Commonwealth Office,0,5863,USD
GB-3%20PDS%20NSD%20CPU%20000103,India - Chevening scholarship,UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PDS%20NSD%20CPU%20000109,UK/India Cybercrime collaboration  online child sexual exploitation,UK - Foreign & Commonwealth Office,0,5799,USD
GB-3%20PID%20000066,"To provide Chevening scholarships to students from ODA-eligible countries in the region, enabling them to pursue postgraduate study at UK higher education institutions",UK - Foreign & Commonwealth Office,0,11319101,USD
GB-3%20PMD%20IND%20111011,Protecting and promoting the human rights of prisoners in India through new developments in prison management and the administration of justice,UK - Foreign & Commonwealth Office,0,436,USD
GB-3%20PPR%20ILP009,International Leaders Programme July 2014 visit,UK - Foreign & Commonwealth Office,0,143597,USD
GB-3%20PPY%20CENTRAL%201401,British Museum Leadership Training Programme - India,UK - Foreign & Commonwealth Office,0,46937,USD
GB-3%20PPY%20IND%201401,National Public Procurement Policy of India,UK - Foreign & Commonwealth Office,0,28035,USD
GB-3%20PPY%20IND%201402,"Expanding Micro, Small and Medium Enterprises (MSMEs) financing by mitigating investment risk",UK - Foreign & Commonwealth Office,0,62572,USD
GB-3%20PPY%20IND%201403,Enhancing the Scope and Quality of Indian Foreign Direct Investment FDI Statistics,UK - Foreign & Commonwealth Office,0,17904,USD
GB-3%20PPY%20IND%201404,Developing a Broad-based and Balanced Private Sector Agenda for Indias Contribution to G-20 Debate,UK - Foreign & Commonwealth Office,0,13987,USD
GB-3%20PPY%20IND%201405,Financial sector regulatory reform in India,UK - Foreign & Commonwealth Office,0,33251,USD
GB-3%20PPY%20IND%201406,Strengthen Ethical and Transparent Corporate Governance Practices and Further Responsible Development,UK - Foreign & Commonwealth Office,0,26267,USD
GB-3%20PPY%20IND%201407,Development of Enabling Ecosystem for Implementation of Clause 135 of Companies Bill 2012,UK - Foreign & Commonwealth Office,0,32195,USD
GB-3%20PPY%20IND%201408,Reforming Corporate Bond Market in India: Scaling up resources from Private Sector for Infrastructure Financing,UK - Foreign & Commonwealth Office,0,43911,USD
GB-3%20PPY%20IND%201409,Harnessing Indian Agriculture to Global Value Chain: Prospects and Challenges,UK - Foreign & Commonwealth Office,0,30524,USD
GB-3%20PPY%20IND%201410,Enhancing Indias participation in Global Value Chains,UK - Foreign & Commonwealth Office,0,50976,USD
GB-3%20PPY%20IND%201411,Post Award Governance Strategies for Public Private Partnerships (PPPs),UK - Foreign & Commonwealth Office,0,29063,USD
GB-3%20PPY%20IND%201412,Legislators Actions towards development of a long term comprehensive renewable energy policy in select Indian states,UK - Foreign & Commonwealth Office,0,83579,USD
GB-3%20PPY%20IND%201413,"Conceptualise, design and implement net metering based solar rooftop scheme in select States in India",UK - Foreign & Commonwealth Office,0,70768,USD
GB-3%20PPY%20IND%201414,"Creating market enablers to launch a large 1000 MW (Mega-Watt) heating, ventilation and air-conditioning (HVAC) challenge program",UK - Foreign & Commonwealth Office,0,41160,USD
GB-3%20PPY%20IND%201415,Energy Statistics and Balances Institutional Capacity Building for India,UK - Foreign & Commonwealth Office,0,1564,USD
GB-3%20PPY%20IND%201416,Ecosystem for Offshore Wind Development in India,UK - Foreign & Commonwealth Office,0,71824,USD
GB-3%20PPY%20IND%201417,Legal options and alternatives for establishing Indias approach to Climate Change Negotiations.,UK - Foreign & Commonwealth Office,0,41957,USD
GB-3%20PPY%20IND%201418,Large scale deployment of LED (Light-Emitting Diode)technology for public lighting through public-private-partnership model,UK - Foreign & Commonwealth Office,0,50052,USD
GB-3%20PPY%20IND%201419,Development thresholds to address contentious issues of operationalization of Equity at the UN Framework Convention on Climate Change (UNFCCC),UK - Foreign & Commonwealth Office,0,27958,USD
GB-3%20PPY%20IND%201420,"State-level exports, Competitiveness and Trade Pomotion Policies: The Indian case study",UK - Foreign & Commonwealth Office,0,28811,USD
GB-3%20PPY%20IND%201421,Fiscal Instruments for Low Carbon Industrial Developmen,UK - Foreign & Commonwealth Office,0,60638,USD
GB-3%20PPY%20IND%20ADMIN%20FY14-15,India Tactical - Prog Admin,UK - Foreign & Commonwealth Office,0,1,USD
GB-3%20PPY%20IND-FY14%2F15%20-%20LE-01,LE I Staff India - 001,UK - Foreign & Commonwealth Office,0,6350,USD
GB-3%20PPY%20IND-FY14%2F15%20-%20LE-02,LE 2 Staff India - 002,UK - Foreign & Commonwealth Office,0,8122,USD
GB-3%20PPY%20IND-FY14%2F15%20-%20LE-03,LE 2 Staff India - 003,UK - Foreign & Commonwealth Office,0,2343,USD
GB-3%20PPY%20IND-FY14%2F15%20-%20LE-04,LE 3 Staff India - 004,UK - Foreign & Commonwealth Office,0,3852,USD
GB-3%20PSA%20IND%20141502,India network event to support the PSVI Global Summit,UK - Foreign & Commonwealth Office,0,2022,USD
GB-3%20PSA%20IND%20200034,Promoting Inter-faith communal harmony amongst youth in Rajasthan,UK - Foreign & Commonwealth Office,0,6624,USD
GB-3%20PSA%20IND%20200035,Swaniti Leaders Platform: Working Toward Bringing Development through Governance in India,UK - Foreign & Commonwealth Office,0,622,USD
GB-3%20PSA%20IND%20200036,Capacity Buiilding Courses in CBRN Emergency Response,UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PSA%20IND%20200037,The GREAT Debate - national student debating competitition,UK - Foreign & Commonwealth Office,0,109,USD
GB-3%20PSA%20IND%20200038,Enhancing UK-Bhutan Judicial Cooperation,UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PSA%20IND%20200039,E-learning,UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PSA%20IND%20200040,"Translation, Publication and Release of Documents:(i) ""Locating the Survivor in the Indian Criminal Jusice System: Decoding the Law"";(ii)""Engaging with Criminal Justice System: a Guide for Survivors of Sexual Violence""",UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PSA%20IND%20200041,India-Myanmar Peace and Development Dialogue for Young Leaders,UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PSA%20IND%20200042,Capacity-building programmes for Members of Karnataka's Legislative Assembly,UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PSA%20IND%20200043,Consultative dialogue between Maharashtra State Government and Innovation Stakeholders from the UK for formulating the Maharashtra State Innovation Policy,UK - Foreign & Commonwealth Office,0,0,USD
GB-3%20PSA%20UKI%20141501,UKIERI,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-362051,Aid related diplomacy Dhaka,UK - Foreign & Commonwealth Office,0,1418539,USD
GB-3-362101,Aid related diplomacy Mumbai,UK - Foreign & Commonwealth Office,0,73324,USD
GB-3-362101%20INB,Aid related diplomacy Mumbai,UK - Foreign & Commonwealth Office,0,73461,USD
GB-3-362101%20INB%20Mumbai,Frontline aid-related diplomacy to India,UK - Foreign & Commonwealth Office,0,-3270,USD
GB-3-362102,Aid related diplomacy Kolkata,UK - Foreign & Commonwealth Office,0,55929,USD
GB-3-362102%20INC,Aid related diplomacy Kolkata,UK - Foreign & Commonwealth Office,0,40156,USD
GB-3-362102%20INC%20Kolkata,Frontline aid-related diplomacy to India,UK - Foreign & Commonwealth Office,0,115555,USD
GB-3-362103,Aid related diplomacy New Delhi,UK - Foreign & Commonwealth Office,0,4722956,USD
GB-3-362103%20IND,Aid related diplomacy New Delhi,UK - Foreign & Commonwealth Office,0,4124990,USD
GB-3-362103%20IND%20New%20Delhi,Frontline aid-related diplomacy to India,UK - Foreign & Commonwealth Office,0,2710669,USD
GB-3-362104,Aid related diplomacy Chennai,UK - Foreign & Commonwealth Office,0,-396121,USD
GB-3-362104%20INM,Aid related diplomacy Chennai,UK - Foreign & Commonwealth Office,0,-257177,USD
GB-3-362104%20INM%20Chennai,Frontline aid-related diplomacy to India,UK - Foreign & Commonwealth Office,0,147828,USD
GB-3-362105%20INN,Aid related diplomacy Bangalore,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-362106%20INH%20Hyderabad,Frontline aid-related diplomacy to India,UK - Foreign & Commonwealth Office,0,111479,USD
GB-3-362112%20ING%20Chandigarh,Frontline aid-related diplomacy to India,UK - Foreign & Commonwealth Office,0,17789,USD
GB-3-A-01808,Global Skills for Employability,UK - Foreign & Commonwealth Office,0,3394847,USD
GB-3-A-01851,Global Premier Skills,UK - Foreign & Commonwealth Office,0,3450272,USD
GB-3-A-02097,Global Active Citizens,UK - Foreign & Commonwealth Office,0,5523910,USD
GB-3-A-02412,My Library,UK - Foreign & Commonwealth Office,0,81381,USD
GB-3-A-02462,Global English Connect,UK - Foreign & Commonwealth Office,0,2236728,USD
GB-3-A-02463,Global Engaging Teaching,UK - Foreign & Commonwealth Office,0,8875071,USD
GB-3-A-02464,Global English Interface,UK - Foreign & Commonwealth Office,0,1040343,USD
GB-3-A-02571,INTERNATIONAL HIGHER EDUCATION (GLO),UK - Foreign & Commonwealth Office,0,16332511,USD
GB-3-A-02693,Libraries and Cultural Centres (LCC),UK - Foreign & Commonwealth Office,0,1707189,USD
GB-3-A-02694,UKIERI 2 Programme,UK - Foreign & Commonwealth Office,0,3272314,USD
GB-3-A-02957,Sub-Saharan Africa New Connections - ODA,UK - Foreign & Commonwealth Office,0,5103760,USD
GB-3-A-03000,BC Schools - South Asia,UK - Foreign & Commonwealth Office,0,4768683,USD
GB-3-A-03021,New Connections ODA - South Asia,UK - Foreign & Commonwealth Office,0,2503319,USD
GB-3-A-03023,Young Creative Entrepreneurs - Global,UK - Foreign & Commonwealth Office,0,104337,USD
GB-3-A-03024,Cultural Leadership - Global,UK - Foreign & Commonwealth Office,0,-253947,USD
GB-3-A-03091,Jubilee scholarships - India,UK - Foreign & Commonwealth Office,0,1886557,USD
GB-3-A-03287,South Asia Schools projects,UK - Foreign & Commonwealth Office,0,149588,USD
GB-3-A-03397,South Asia English for Education Systems Teacher Development,UK - Foreign & Commonwealth Office,0,1478761,USD
GB-3-A-03398,South Asia English for Public Education Systems,UK - Foreign & Commonwealth Office,0,562748,USD
GB-3-A-03399,South Asia Face to Face Language Development,UK - Foreign & Commonwealth Office,0,494265,USD
GB-3-A%2F02412,My Library,UK - Foreign & Commonwealth Office,0,2981,USD
GB-3-A%2F02694,UKIERI 2 Programme,UK - Foreign & Commonwealth Office,0,976948,USD
GB-3-A%2F03024,Cultural Leadership - Global,UK - Foreign & Commonwealth Office,0,351983,USD
GB-3-A%2F03287,South Asia Local Education Projects,UK - Foreign & Commonwealth Office,0,2912,USD
GB-3-A%2F03397,South Asia English for Education Systems Teacher Development,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-A%2F03398,"South Asia English for Education Policy Dialogue, Research",UK - Foreign & Commonwealth Office,0,0,USD
GB-3-A%2F03399,South Asia Face to Face Language Development,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-A%2F03441,International Research Links,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-EPD-0000-113,Delegates sent to Wilton Park conference on Global development,UK - Foreign & Commonwealth Office,0,4774,USD
GB-3-NCA%20002,India,UK - Foreign & Commonwealth Office,0,21502,USD
GB-3-PDS%20CPD%20SPF%20000121,India: Building support for the Arms Trade Treaty,UK - Foreign & Commonwealth Office,0,15985,USD
GB-3-PDS%20CPD%20SPF%20000301,The Insider threat to Radiological Material: Knowledge Proliferation and Radiological Security in India,UK - Foreign & Commonwealth Office,0,62826,USD
GB-3-PDS%20CPD%20SPF%20000323,Mapping the Nuclear Threat from Non State Actors,UK - Foreign & Commonwealth Office,0,29704,USD
GB-3-PDS%20CTR%20000692,UK-India Cooperation,UK - Foreign & Commonwealth Office,0,16484,USD
GB-3-PDS%20NSD%20CPU%200000011,India - Chevening scholarship,UK - Foreign & Commonwealth Office,0,21305,USD
GB-3-PDS-CPD-SPF-000301,The Insider threat to Radiological Material: Knowledge Proliferation and Radiological Security in India,UK - Foreign & Commonwealth Office,0,11260,USD
GB-3-PDS-CTR-000692,UK-India Cooperation,UK - Foreign & Commonwealth Office,0,20680,USD
GB-3-PDS-NSD-CPU-0000011,India - Chevening scholarship,UK - Foreign & Commonwealth Office,0,25064,USD
GB-3-PHR%20IND%20210041,Strengthening police oversight,UK - Foreign & Commonwealth Office,0,42765,USD
GB-3-PID%20000046%20IN,Scholarships,UK - Foreign & Commonwealth Office,0,253507,USD
GB-3-PID%20000060-IN,"To provide Chevening scholarships to students from ODA-eligible countries in the region, enabling them to pursue postgraduate study at UK higher education institutions",UK - Foreign & Commonwealth Office,0,1485218,USD
GB-3-PID-000057-IN,"To provide Chevening scholarships to students from ODA-eligible countries in the region, enabling them to pursue postgraduate study at UK higher education institutions",UK - Foreign & Commonwealth Office,0,-73814,USD
GB-3-PID-000060-IN,"To provide Chevening scholarships to students from ODA-eligible countries in the region, enabling them to pursue postgraduate study at UK higher education institutions",UK - Foreign & Commonwealth Office,0,1479393,USD
GB-3-PMD%20IND%20111015,"Assisting Mobile Populations for Gainful Livelihoods, Punjab, India",UK - Foreign & Commonwealth Office,0,0,USD
GB-3-PMD-IND-111010,Indian Reintegration Research,UK - Foreign & Commonwealth Office,0,25215,USD
GB-3-PPY%20IND%201001,IND EMBARQ Project,UK - Foreign & Commonwealth Office,0,21790,USD
GB-3-PPY%20IND%201002,IND CC-Business (CII-WWF-CDP),UK - Foreign & Commonwealth Office,0,19484,USD
GB-3-PPY%20IND%201003,IND E-Parliament renewables,UK - Foreign & Commonwealth Office,0,23355,USD
GB-3-PPY%20IND%201004,IND urban clean tech (RE,UK - Foreign & Commonwealth Office,0,86343,USD
GB-3-PPY%20IND%201005,IND GoI PPP Governance Support,UK - Foreign & Commonwealth Office,0,23784,USD
GB-3-PPY%20IND%201006,Implementing GST in India,UK - Foreign & Commonwealth Office,0,0,USD
GB-3-PPY%20IND%201007,IND pollution-abating GST,UK - Foreign & Commonwealth Office,0,27430,USD
GB-3-PPY%20IND%201008,IND Financial Sector Reform,UK - Foreign & Commonwealth Office,0,76160,USD
GB-3-PPY%20IND%201009,Support to the Bureau of Energy Efficiency (BEE) and State Energy Departments to launch State Clean Energy Funds,UK - Foreign & Commonwealth Office,0,75299,USD
GB-3-PPY%20IND%201010,"Promote Adoption of Smart Meters in India through Energy Savings, Policy and Regulatory Incentives",UK - Foreign & Commonwealth Office,0,51938,USD
GB-3-PPY%20IND%201011,Carbon Disclosure: From Accounting to Action,UK - Foreign & Commonwealth Office,0,73102,USD
GB-3-PPY%20IND%201012,Creating a Leadership Group of Indian Legislators,UK - Foreign & Commonwealth Office,0,18955,USD
GB-3-PPY%20IND%201013,Complementary Financing for Off-Grid Renewables,UK - Foreign & Commonwealth Office,0,53610,USD
GB-3-PPY%20IND%201014,Identify Specific Policy Options with the aim to Reduce Carbon Intensity in India,UK - Foreign & Commonwealth Office,0,62731,USD
GB-3-PPY%20IND%201015,Accelerate adoption of energy efficient appliances through consumer rebate scheme in a distribution utility,UK - Foreign & Commonwealth Office,0,15280,USD
GB-3-PPY%20IND%201016,"Monitoring, Reporting and Verification (MRV) framework for the National Action Plan on Climate Change",UK - Foreign & Commonwealth Office,0,48525,USD
GB-3-PPY%20IND%201017,Carbon Indexing of Indian listed companies to create transparency of the carbon footprint of a organization,UK - Foreign & Commonwealth Office,0,99984,USD
