PROJECT_ID,PROJECT_DESCR,PROJECT_LOCATIONS_COUNT,PARTNER_DESCR,PointName,POINT_PROJECTS_COUNT,PointType,lat,lng,GeoPrecisionDescr,COUNTRY,ADM1,ADM2,ADM3,LOCALITY,SUB_LOCALITY,NEIGHBOURHOOD
43861,"00043861 Global Environment Facility (GEF) Small Grants Programme, 3rd Operational Phase",1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
43861,"00043861 Global Environment Facility (GEF) Small Grants Programme, 3rd Operational Phase",1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
43861,"00043861 Global Environment Facility (GEF) Small Grants Programme, 3rd Operational Phase",1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
43861,"00043861 Global Environment Facility (GEF) Small Grants Programme, 3rd Operational Phase",1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
43861,"00043861 Global Environment Facility (GEF) Small Grants Programme, 3rd Operational Phase",1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
43861,"00043861 Global Environment Facility (GEF) Small Grants Programme, 3rd Operational Phase",1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
43861,"00043861 Global Environment Facility (GEF) Small Grants Programme, 3rd Operational Phase",1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
57233,"00057233 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
57233,"00057233 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
57233,"00057233 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
57233,"00057233 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
57233,"00057233 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
57233,"00057233 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
57233,"00057233 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71970,"00071970 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71970,"00071970 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71970,"00071970 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71970,"00071970 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71970,"00071970 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71970,"00071970 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71970,"00071970 Global Environment Facility (GEF) Small Grants Programme, 4th Operational Phase",1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71928,00071928 South-South Development Academy (SSDA),1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71928,00071928 South-South Development Academy (SSDA),1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71928,00071928 South-South Development Academy (SSDA),1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71928,00071928 South-South Development Academy (SSDA),1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71928,00071928 South-South Development Academy (SSDA),1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71928,00071928 South-South Development Academy (SSDA),1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
71928,00071928 South-South Development Academy (SSDA),1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
73983,00073983 Support to UN Global Pulse,2,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
73983,00073983 Support to UN Global Pulse,2,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
73983,00073983 Support to UN Global Pulse,2,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
73983,00073983 Support to UN Global Pulse,2,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
73983,00073983 Support to UN Global Pulse,2,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
73983,00073983 Support to UN Global Pulse,2,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
73983,00073983 Support to UN Global Pulse,2,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
78642,"00078642 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
78642,"00078642 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
78642,"00078642 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
78642,"00078642 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
78642,"00078642 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
78642,"00078642 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
78642,"00078642 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
79657,"00079657 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
79657,"00079657 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
79657,"00079657 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
79657,"00079657 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
79657,"00079657 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
79657,"00079657 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
79657,"00079657 Global Environment Facility (GEF) Small Grants Programme, 5th Operational Phase",1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
82049,00082049 Support to the Secretariat of the Scaling Up Nutrition (SUN) Movement Secretariat on behalf of the Canadian International Development Agency (CIDA),1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
82049,00082049 Support to the Secretariat of the Scaling Up Nutrition (SUN) Movement Secretariat on behalf of the Canadian International Development Agency (CIDA),1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
82049,00082049 Support to the Secretariat of the Scaling Up Nutrition (SUN) Movement Secretariat on behalf of the Canadian International Development Agency (CIDA),1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
82049,00082049 Support to the Secretariat of the Scaling Up Nutrition (SUN) Movement Secretariat on behalf of the Canadian International Development Agency (CIDA),1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
82049,00082049 Support to the Secretariat of the Scaling Up Nutrition (SUN) Movement Secretariat on behalf of the Canadian International Development Agency (CIDA),1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
82049,00082049 Support to the Secretariat of the Scaling Up Nutrition (SUN) Movement Secretariat on behalf of the Canadian International Development Agency (CIDA),1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
82049,00082049 Support to the Secretariat of the Scaling Up Nutrition (SUN) Movement Secretariat on behalf of the Canadian International Development Agency (CIDA),1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
47065,00047065 Alliance of Civilizations,1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
47065,00047065 Alliance of Civilizations,1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
47065,00047065 Alliance of Civilizations,1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
47065,00047065 Alliance of Civilizations,1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
47065,00047065 Alliance of Civilizations,1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
47065,00047065 Alliance of Civilizations,1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
47065,00047065 Alliance of Civilizations,1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
55631,00055631 Supporting Country Action on the CBD Programme of Work on Protected Areas,1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
55631,00055631 Supporting Country Action on the CBD Programme of Work on Protected Areas,1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
55631,00055631 Supporting Country Action on the CBD Programme of Work on Protected Areas,1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
55631,00055631 Supporting Country Action on the CBD Programme of Work on Protected Areas,1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
55631,00055631 Supporting Country Action on the CBD Programme of Work on Protected Areas,1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
55631,00055631 Supporting Country Action on the CBD Programme of Work on Protected Areas,1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
55631,00055631 Supporting Country Action on the CBD Programme of Work on Protected Areas,1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
69256,00069256 Biodiversity Global Program 2008-2010 Mainstreaming Biodiversity into Economic Sector Governance System and Product Supply Chain,1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
69256,00069256 Biodiversity Global Program 2008-2010 Mainstreaming Biodiversity into Economic Sector Governance System and Product Supply Chain,1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
69256,00069256 Biodiversity Global Program 2008-2010 Mainstreaming Biodiversity into Economic Sector Governance System and Product Supply Chain,1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
69256,00069256 Biodiversity Global Program 2008-2010 Mainstreaming Biodiversity into Economic Sector Governance System and Product Supply Chain,1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
69256,00069256 Biodiversity Global Program 2008-2010 Mainstreaming Biodiversity into Economic Sector Governance System and Product Supply Chain,1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
69256,00069256 Biodiversity Global Program 2008-2010 Mainstreaming Biodiversity into Economic Sector Governance System and Product Supply Chain,1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
69256,00069256 Biodiversity Global Program 2008-2010 Mainstreaming Biodiversity into Economic Sector Governance System and Product Supply Chain,1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
75501,00075501 The South-South Global Asset and Technology Exchange (GATE) System: Transitioning to Independent Operations,1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
75501,00075501 The South-South Global Asset and Technology Exchange (GATE) System: Transitioning to Independent Operations,1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
75501,00075501 The South-South Global Asset and Technology Exchange (GATE) System: Transitioning to Independent Operations,1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
75501,00075501 The South-South Global Asset and Technology Exchange (GATE) System: Transitioning to Independent Operations,1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
75501,00075501 The South-South Global Asset and Technology Exchange (GATE) System: Transitioning to Independent Operations,1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
75501,00075501 The South-South Global Asset and Technology Exchange (GATE) System: Transitioning to Independent Operations,1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
75501,00075501 The South-South Global Asset and Technology Exchange (GATE) System: Transitioning to Independent Operations,1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
76262,"00076262 Facility/Programme for Capacity Development for Poverty Reduction through South-South and Triangular Cooperation in Education, Science and Technology",1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
76262,"00076262 Facility/Programme for Capacity Development for Poverty Reduction through South-South and Triangular Cooperation in Education, Science and Technology",1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
76262,"00076262 Facility/Programme for Capacity Development for Poverty Reduction through South-South and Triangular Cooperation in Education, Science and Technology",1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
76262,"00076262 Facility/Programme for Capacity Development for Poverty Reduction through South-South and Triangular Cooperation in Education, Science and Technology",1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
76262,"00076262 Facility/Programme for Capacity Development for Poverty Reduction through South-South and Triangular Cooperation in Education, Science and Technology",1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
76262,"00076262 Facility/Programme for Capacity Development for Poverty Reduction through South-South and Triangular Cooperation in Education, Science and Technology",1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
76262,"00076262 Facility/Programme for Capacity Development for Poverty Reduction through South-South and Triangular Cooperation in Education, Science and Technology",1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
84661,00084661 Global Thematic Programme on Anti-Corruption for Development Effectiveness (PACDE),1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
84661,00084661 Global Thematic Programme on Anti-Corruption for Development Effectiveness (PACDE),1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
84661,00084661 Global Thematic Programme on Anti-Corruption for Development Effectiveness (PACDE),1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
84661,00084661 Global Thematic Programme on Anti-Corruption for Development Effectiveness (PACDE),1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
84661,00084661 Global Thematic Programme on Anti-Corruption for Development Effectiveness (PACDE),1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
84661,00084661 Global Thematic Programme on Anti-Corruption for Development Effectiveness (PACDE),1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
84661,00084661 Global Thematic Programme on Anti-Corruption for Development Effectiveness (PACDE),1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
85812,00085812 Community Development and Knowledge Management for the Satoyama Initiative Project (COMDEKS),1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
85812,00085812 Community Development and Knowledge Management for the Satoyama Initiative Project (COMDEKS),1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
85812,00085812 Community Development and Knowledge Management for the Satoyama Initiative Project (COMDEKS),1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
85812,00085812 Community Development and Knowledge Management for the Satoyama Initiative Project (COMDEKS),1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
85812,00085812 Community Development and Knowledge Management for the Satoyama Initiative Project (COMDEKS),1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
85812,00085812 Community Development and Knowledge Management for the Satoyama Initiative Project (COMDEKS),1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
85812,00085812 Community Development and Knowledge Management for the Satoyama Initiative Project (COMDEKS),1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86767,00086767 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86767,00086767 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86767,00086767 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86767,00086767 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86767,00086767 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86767,00086767 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86767,00086767 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86633,00086633 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86633,00086633 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86633,00086633 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86633,00086633 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86633,00086633 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86633,00086633 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
86633,00086633 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88389,00088389 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88389,00088389 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88389,00088389 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88389,00088389 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88389,00088389 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88389,00088389 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88389,00088389 Support to the Scaling Up Nutrition (SUN) Movement for Funding Stream Window 1,1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88176,00088176 Rapid Response and Technical Support Capacity (RRTSC),1,UNDP Joint Programme,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88176,00088176 Rapid Response and Technical Support Capacity (RRTSC),1,UNDP Multi Partner Trust Funds,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88176,00088176 Rapid Response and Technical Support Capacity (RRTSC),1,Executive Office of the Secretary-General (EOSG),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88176,00088176 Rapid Response and Technical Support Capacity (RRTSC),1,Office for the Coordination of Humanitarian Affairs (OCHA),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88176,00088176 Rapid Response and Technical Support Capacity (RRTSC),1,Peacekeeping Operations (DPKO),New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88176,00088176 Rapid Response and Technical Support Capacity (RRTSC),1,Canada,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
88176,00088176 Rapid Response and Technical Support Capacity (RRTSC),1,UNDP,New York,25,marker,40.7143528,-74.0059731,Global / Multiregional,United States of America,New York,New York County,,New York,,
