recipient-country-code,recipient-country,recipient-country-percentage,transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
PK,Pakistan,,D,2014-04-01,GBP,603,,,2014-04-01,,,,,,,,,,,,,,,,,,,,,GB-3 A/03287,,2015-05-13 00:00:00,en,Foreign & Commonwealth Office,GB-3,Government,10,South Asia Schools projects,School linking programme supporting curriculum and teacher development and policy change with an international focus ,2,,2015-03-31,2014-04-01,,,,,,United Kingdom,GB,Government,10,Foreign & Commonwealth Office,GB-3,Government,10,,,,,,,,11110,Education policy and administrative management,,OECD Development Assistance Committee,DAC,,100,10,CO1,
PK,Pakistan,,D,2014-04-01,GBP,136320,,,2014-04-01,,,,,,,,,,,,,,,,,,,,,GB-3 A/03287,,2015-05-13 00:00:00,en,Foreign & Commonwealth Office,GB-3,Government,10,South Asia Schools projects,School linking programme supporting curriculum and teacher development and policy change with an international focus ,2,,2015-03-31,2014-04-01,,,,,,United Kingdom,GB,Government,10,Foreign & Commonwealth Office,GB-3,Government,10,,,,,,,,11110,Education policy and administrative management,,OECD Development Assistance Committee,DAC,,100,10,CO1,
IN,India,,D,2014-04-01,GBP,603,,,2014-04-01,,,,,,,,,,,,,,,,,,,,,GB-3 A/03287,,2015-05-13 00:00:00,en,Foreign & Commonwealth Office,GB-3,Government,10,South Asia Schools projects,School linking programme supporting curriculum and teacher development and policy change with an international focus ,2,,2015-03-31,2014-04-01,,,,,,United Kingdom,GB,Government,10,Foreign & Commonwealth Office,GB-3,Government,10,,,,,,,,11110,Education policy and administrative management,,OECD Development Assistance Committee,DAC,,100,10,CO1,
IN,India,,D,2014-04-01,GBP,136320,,,2014-04-01,,,,,,,,,,,,,,,,,,,,,GB-3 A/03287,,2015-05-13 00:00:00,en,Foreign & Commonwealth Office,GB-3,Government,10,South Asia Schools projects,School linking programme supporting curriculum and teacher development and policy change with an international focus ,2,,2015-03-31,2014-04-01,,,,,,United Kingdom,GB,Government,10,Foreign & Commonwealth Office,GB-3,Government,10,,,,,,,,11110,Education policy and administrative management,,OECD Development Assistance Committee,DAC,,100,10,CO1,
IN,India,100,D,2011-12-28,USD,38408.124268,,,2011-01-01,,,,,,,,,,,,,,,,,,,,,SE-0-SE-6-5408004506-IND-25010,2,2015-09-22 00:00:00,en,Sweden,SE-0,Government,10,Planerings och konsultfond 2011,Planerings och konsultfond 2011,4,,,2011-02-01,2012-06-28,Internal decision Letter of Co,,,,Sweden,SE-0,Government,10,Swedish International Development Cooperation Agency,SE-6,Government,10,Donor Government,11000,Government,10,,,,25010,Business support services and institutions,100,OECD Development Assistance Committee,DAC,1,110,10,C01,5
IN,India,,IR,2010-12-31,JPY,890,,,2010-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-2006003019,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,BANGALORE WATER SUPPLY AND SEWERAGE PROJECT (II-2),,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,"PUBLIC SECTOR (donor, recipient, other)",,,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,D,2010-12-31,JPY,350260,,JPY,2010-12-31,,,,,,,,10,410,C01,5,,,,,,,,,,XM-DAC-701-8-2006003019,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,BANGALORE WATER SUPPLY AND SEWERAGE PROJECT (II-2),,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,"PUBLIC SECTOR (donor, recipient, other)",,,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,IR,2011-12-31,JPY,5820,,,2011-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-2006003019,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,BANGALORE WATER SUPPLY AND SEWERAGE PROJECT (II-2),,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,"PUBLIC SECTOR (donor, recipient, other)",,,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,D,2011-12-31,JPY,513200,,JPY,2011-12-31,,,,,,,,10,410,C01,5,,,,,,,,,,XM-DAC-701-8-2006003019,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,BANGALORE WATER SUPPLY AND SEWERAGE PROJECT (II-2),,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,"PUBLIC SECTOR (donor, recipient, other)",,,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,IR,2012-12-31,JPY,12840000,,,2012-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-2006003019,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,BANGALORE WATER SUPPLY AND SEWERAGE PROJECT (II-2),,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,"PUBLIC SECTOR (donor, recipient, other)",,,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,D,2012-12-31,JPY,739270000,,JPY,2012-12-31,,,,,,,,10,410,C01,5,,,,,,,,,,XM-DAC-701-8-2006003019,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,BANGALORE WATER SUPPLY AND SEWERAGE PROJECT (II-2),,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,"PUBLIC SECTOR (donor, recipient, other)",,,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,IR,2013-12-31,JPY,23250000,,,2013-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-2006003019,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,BANGALORE WATER SUPPLY AND SEWERAGE PROJECT (II-2),,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,"PUBLIC SECTOR (donor, recipient, other)",,,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,D,2015-10-16,USD,154922,US-EIN-300108263-GGProj:3304,,2015-10-16,GlobalGiving,US-EIN-300108263,,Akshaya Patra Foundation USA,US-GG-7772,,,,,,,2,,,,,,,,,US-EIN-300108263-GGProj:3304,,2015-10-16 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,21,Provide School Meals to Children in India,"Everyday, Akshaya Patra provides hot, nutritious school meals to 1.4 million under-served children in more than 10,600 government schools across India from 23 kitchen facilities. For many children this is their only meal of the day, and it gives them the essential nutrients growing children need to develop cognitive abilities that enable them to excel in school.",2,2009-08-17,,,,,,,,GlobalGiving,US-EIN-300108263,International NGO,21,,,,,Akshaya Patra Foundation USA,US-GG-7772,,,,,,,,,,,1,,30,C01,
IN,India,,D,2015-08-31,USD,9956,US-EIN-300108263-GGProj:10879,,2015-08-31,GlobalGiving,US-EIN-300108263,,Sahaara Charitable Society,US-GG-12135,,,,,,,2,,,,,,,,,US-EIN-300108263-GGProj:10879,,2015-09-14 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,21,Preventing school dropout of 400 children in India,"This project would prevent school dropout of 400 children from extremely poverty stricken families, for both children residing in the Children's and Observation Homes and children discharged from these homes thereby eliminating the risks of dropout children (re)turning to crime or becoming child laborers.",2,2012-09-01,,,,,,,,GlobalGiving,US-EIN-300108263,International NGO,21,,,,,Sahaara Charitable Society,US-GG-12135,,,,,,,,,,,1,,30,C01,
IN,India,100,2,2012-09-28,,59990.62,,EUR,2012-09-28,,,,,,,,,,,,,,,,,,,,,ES-DIR3-E04585801-009-061093,,,,"Ministry of Foreign Affairs and Cooperation, Spain",ES-DIR3-E04585801,Government,10,Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productiv,"Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productivas gestionadas de manera asociativa(Dindigul - Tamil Nadu - India) :: Favorecer el cambio en las relaciones de poder entre hombres y mujeres, impulsando el empoderamiento de las mujeres, entendiendo como un proceso en el que las mujeres alcancen el control de sus propias vidas.",3,2012-09-28,2013-12-27,,,EELL CAV - País Vasco,AC-54,,,Spain,,Government,10,EELL CAV AYTO DONOSTIA/SAN SEBASTIÁN,AC2-221,,,Fundación PROCLADE,AC-341,,,679,"South Asia, regional",,15170,Women's equality organisations and institutions *,,,1,1,,10,C01,
IN,India,100,3,2012-12-31,,41993.43,,EUR,2012-12-31,,,,,,,,,,,,,,,,,,,,,ES-DIR3-E04585801-009-061093,,,,"Ministry of Foreign Affairs and Cooperation, Spain",ES-DIR3-E04585801,Government,10,Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productiv,"Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productivas gestionadas de manera asociativa(Dindigul - Tamil Nadu - India) :: Favorecer el cambio en las relaciones de poder entre hombres y mujeres, impulsando el empoderamiento de las mujeres, entendiendo como un proceso en el que las mujeres alcancen el control de sus propias vidas.",3,2012-09-28,2013-12-27,,,EELL CAV - País Vasco,AC-54,,,Spain,,Government,10,EELL CAV AYTO DONOSTIA/SAN SEBASTIÁN,AC2-221,,,Fundación PROCLADE,AC-341,,,679,"South Asia, regional",,15170,Women's equality organisations and institutions *,,,1,1,,10,C01,
IN,India,100,2,2013-01-01,,0,,EUR,2013-01-01,,,,,,,,,,,,,,,,,,,,,ES-DIR3-E04585801-009-061093,,,,"Ministry of Foreign Affairs and Cooperation, Spain",ES-DIR3-E04585801,Government,10,Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productiv,"Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productivas gestionadas de manera asociativa(Dindigul - Tamil Nadu - India) :: Favorecer el cambio en las relaciones de poder entre hombres y mujeres, impulsando el empoderamiento de las mujeres, entendiendo como un proceso en el que las mujeres alcancen el control de sus propias vidas.",3,2012-09-28,2013-12-27,,,EELL CAV - País Vasco,AC-54,,,Spain,,Government,10,EELL CAV AYTO DONOSTIA/SAN SEBASTIÁN,AC2-221,,,Fundación PROCLADE,AC-341,,,679,"South Asia, regional",,15170,Women's equality organisations and institutions *,,,1,1,,10,C01,
IN,India,100,3,2013-12-27,,17997.19,,EUR,2013-12-27,,,,,,,,,,,,,,,,,,,,,ES-DIR3-E04585801-009-061093,,,,"Ministry of Foreign Affairs and Cooperation, Spain",ES-DIR3-E04585801,Government,10,Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productiv,"Empoderamiento y autonomía económica de 76 mujeres de la aldea rural de Nallamanayakanpatty a través de la puesta en marcha de 6 iniciativas productivas gestionadas de manera asociativa(Dindigul - Tamil Nadu - India) :: Favorecer el cambio en las relaciones de poder entre hombres y mujeres, impulsando el empoderamiento de las mujeres, entendiendo como un proceso en el que las mujeres alcancen el control de sus propias vidas.",3,2012-09-28,2013-12-27,,,EELL CAV - País Vasco,AC-54,,,Spain,,Government,10,EELL CAV AYTO DONOSTIA/SAN SEBASTIÁN,AC2-221,,,Fundación PROCLADE,AC-341,,,679,"South Asia, regional",,15170,Women's equality organisations and institutions *,,,1,1,,10,C01,
IN,India,100,2,2012-11-02,USD,496946,,,2012-11-02,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1053989,"Christian Medical College, Vellore",,,,,,,,2,,,,,,,,,DAC-1601-OPP1053989,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore","to expand the Indian Rotavirus Surveillance Network (IRSN) to cover almost all of India, including upwards of 20 sentinel sites",2,2012-11-02,2016-12-13,2012-11-02,2016-12-13,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore",,,,,,,12250,Infectious disease control,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2012-11-15,USD,165382,,,2012-11-15,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1053989,"Christian Medical College, Vellore",,,,,,,,3,,,,,,,,,DAC-1601-OPP1053989,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore","to expand the Indian Rotavirus Surveillance Network (IRSN) to cover almost all of India, including upwards of 20 sentinel sites",2,2012-11-02,2016-12-13,2012-11-02,2016-12-13,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore",,,,,,,12250,Infectious disease control,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2014-01-30,USD,153234,,,2014-01-30,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1053989,"Christian Medical College, Vellore",,,,,,,,3,,,,,,,,,DAC-1601-OPP1053989,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore","to expand the Indian Rotavirus Surveillance Network (IRSN) to cover almost all of India, including upwards of 20 sentinel sites",2,2012-11-02,2016-12-13,2012-11-02,2016-12-13,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore",,,,,,,12250,Infectious disease control,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2014-12-04,USD,178330,,,2014-12-04,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1053989,"Christian Medical College, Vellore",,,,,,,,3,,,,,,,,,DAC-1601-OPP1053989,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore","to expand the Indian Rotavirus Surveillance Network (IRSN) to cover almost all of India, including upwards of 20 sentinel sites",2,2012-11-02,2016-12-13,2012-11-02,2016-12-13,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,"Christian Medical College, Vellore",,,,,,,12250,Infectious disease control,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,,E,2015-09-30,USD,3190.000,,USD,2015-09-30,United Nations development Programme,41114,,,,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,C,2015-09-30,USD,0.000,,USD,2015-09-30,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,,United Nations development Programme,41114,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,IF,2015-09-30,USD,0.000,,USD,2015-09-30,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,,United Nations development Programme,41114,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,C,2015-09-30,USD,0.000,,USD,2015-09-30,UNITED NATIONS DEVELOPMENT PROGRAMME,00012,,United Nations development Programme,41114,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,IF,2015-09-30,USD,0.000,,USD,2015-09-30,UNITED NATIONS DEVELOPMENT PROGRAMME,00012,,United Nations development Programme,41114,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,E,2014-12-31,USD,336.000,,USD,2014-12-31,United Nations development Programme,41114,,,,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,E,2013-12-31,USD,-51676.000,,USD,2013-12-31,United Nations development Programme,41114,,,,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,E,2012-12-31,USD,1400473.000,,USD,2012-12-31,United Nations development Programme,41114,,,,,,,,,,2,,,,,,,,,XM-DAC-41114-OUTPUT-00061106,2,2015-10-12 00:00:00,en,United Nations Development Programme,XM-DAC-41114,Multilateral,40,Mainstreaming HIV response,Support to National Response to Mainstreaming HIV,,,,,,,,,,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS,00297,Multilateral,40,,,,,,,,,,,,3;13040,;STD control including HIV/AIDS,;,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.;OECD Development Assistance Committee,RO;DAC,4,110,10,C01,5
IN,India,,IR,2008-12-31,JPY,34170,,,2008-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,LR,2008-12-31,JPY,291680,,,2008-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,IR,2009-12-31,JPY,26050,,,2009-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,LR,2009-12-31,JPY,291680,,,2009-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,IR,2010-12-31,JPY,18030,,,2010-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,LR,2010-12-31,JPY,291680,,,2010-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,IR,2011-12-31,JPY,10010,,,2011-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,LR,2011-12-31,JPY,291680,,,2011-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,IR,2012-12-31,JPY,2000000,,,2012-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,LR,2012-12-31,JPY,145840000,,,2012-12-31,,,,,,,,,410,C01,5,,,,,,,,,,XM-DAC-701-8-1982000539,,2014-06-30 00:00:00,en,Japan International Cooperation Agency (JICA),XM-DAC-701-8,Government,10,,,2,,,,,,,,,Japan,XM-DAC-701,Government,10,,XM-DAC-701-8,Government,10,,,,,,,,22020,Telecommunications,,OECD Development Assistance Committee,DAC,,,,,
IN,India,,D,2015-01-05,USD,616,US-EIN-300108263-GGProj:12712,,2015-01-05,GlobalGiving,US-EIN-300108263,,ROSI foundation(Rural organising for social improvement),US-GG-2769,,,,,,,2,,,,,,,,,US-EIN-300108263-GGProj:12712,,2015-09-20 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,21,A poor tribal Girl's urgent Educational needs,"This programme is providing education, safe accommodation, coaching, food, recreation and health. Tribe girl children were interior forest with their parents, who are migrating in to the forest.",2,2013-02-22,,,,,,,,GlobalGiving,US-EIN-300108263,International NGO,21,,,,,ROSI foundation(Rural organising for social improvement),US-GG-2769,,,,,,,,,,,1,,30,C01,
IN,India,,E,2015-01-01,GBP,16104.14,GB-CHC-288701-INR52-2015-Q1-E-ZZZZZ,GBP,2015-03-31,WaterAid,GB-CHC-288701,GB-CHC-288701-INR52,,,,Expenditure by WaterAid for current quarter of the project,30,,,,,,,,,,,,,GB-CHC-288701-INR52,4,2016-06-30 00:00:00,en,WaterAid,GB-CHC-288701,International NGO,21,INDIA WASH SUMMIT 2015,,2,,2015-03-31,2015-01-01,,,,,,Individual,,,52,,,,,WaterAid,GB-CHC-288701,International NGO,21,,,,140,,100,OECD Development Assistance Committee,DAC,,110,30,C01,5
IN,India,,IF,2015-01-01,GBP,2220.99,GB-CHC-288701-INR52-2015-Q1-IF-INDV1,GBP,2015-03-31,Individual,,,WaterAid,GB-CHC-288701,GB-CHC-288701-INR52,Incoming Funds from the donor for the current quarter of the project,30,,,,,,,,,,,,,GB-CHC-288701-INR52,4,2016-06-30 00:00:00,en,WaterAid,GB-CHC-288701,International NGO,21,INDIA WASH SUMMIT 2015,,2,,2015-03-31,2015-01-01,,,,,,Individual,,,52,,,,,WaterAid,GB-CHC-288701,International NGO,21,,,,140,,100,OECD Development Assistance Committee,DAC,,110,30,C01,5
